cpd:C00001	H2O; Water
cpd:C06598	2,4,5-Trichloro-2,5-cyclohexadiene-1-ol; 1-Hydroxyl-2,4,5-trichloro-2,5-cyclohexadiene
cpd:C06599	2,5-Dichloro-2,5-cyclohexadiene-1,4-diol; 1,4-Dihydroxyl-2,5-dichloro-2,5-cyclohexadiene
cpd:C06600	2,5-Dichlorohydroquinone; 2,5-Dichloro-1,4-benzenediol
cpd:C06601	Chlorohydroquinone; 1,4-Dihydroxyl-2-chlorobenzene; Chloroquinol
cpd:C06602	2,5-Dichlorophenol; 2,5-DCP
cpd:C06603	cis,cis-4-Hydroxymuconic semialdehyde; 4-Hydroxymuconic semialdehyde
cpd:C06604	Parathion; O,O-Diethyl O-p-nitrophenyl phosphorothioate; Thiophos; DNTP
cpd:C06605	Aminoparathion
cpd:C06606	Paraoxon; O,O-Diethyl-O-p-nitrophenylphosphoric acid
cpd:C06607	Diethylthiophosphoric acid; DETP
cpd:C06608	Diethylphosphoric acid; O,O-Diethylphosphoric acid
cpd:C06609	trans-1,3-Dichloropropene; trans-3-Chloroallyl chloride
cpd:C06610	cis-1,3-Dichloropropene
cpd:C06611	trans-3-Chloro-2-propene-1-ol; trans-3-Chloroallyl alcohol
cpd:C06612	cis-3-Chloro-2-propene-1-ol; cis-3-Chloroallyl alcohol
cpd:C06613	trans-3-Chloroallyl aldehyde; trans-3-Chloro-2-propenal
cpd:C06614	trans-3-Chloroacrylic acid
cpd:C06615	cis-3-Chloroacrylic acid
cpd:C06616	Erythromycin C
cpd:C06624	Oxytetracycline; Oxytetracycline anhydrous
cpd:C06625	Malonamoyl-CoA
cpd:C06626	4-Ketoanhydrochlortetracycline; 4-Ketoanhydro-7-chlorotetracycline; 4-Oxoanhydrochlortetracycline; 4-Dedimethylamine-4-oxo-anhydro-7-Cl-tetracycline
cpd:C06627	4-Keto-anhydrotetracycline; 4-Ketoanhydrotetracycline; 4-Keto-ATC; 4-Dedimethylamino-4-oxo-anhydrotetracycline
cpd:C06628	4-Hydroxy-6-methylpretetramide
cpd:C06629	6-Methylpretetramide
cpd:C06630	3-O-alpha-Mycarosylerythronolide B; 4-(4,5-Dihydroxy-4,6-dimethyl-tetrahydro-pyran-2-yloxy)-14-ethyl-6,7,12-trihydroxy-3,5,7,9,11,13-hexamethyl-oxacyclotetradecane-2,10-dione
cpd:C06633	Erythromycin D
cpd:C06634	Erythromycin E
cpd:C06635	Erythronolide B
cpd:C06636	TDE; DDD; 1,1-Dichloro-2,2-bis(4'-chlorophenyl)ethane; Dichlorodiphenyldichloroethane
cpd:C06637	1-Chloro-2,2-bis(4'-chlorophenyl)ethylene; DDMU
cpd:C06638	1-Chloro-2,2-bis(4'-chlorophenyl)ethane; DDMS
cpd:C06639	2,2-Bis(4'-chlorophenyl)ethanol; DDOH
cpd:C06640	Bis(4'-chlorophenyl)acetate; DDA
cpd:C06641	Bis(4'-chlorophenyl)methane; DDM
cpd:C06642	unsym-Bis(4'-chlorophenyl)ethylene; DDNU
cpd:C06643	4,4'-Dichlorobenzophenone; DBP
cpd:C06644	1,1-Dichloro-2-(dihydroxy-4'-chlorophenyl)-2-(4'-chlorophenyl)ethylene
cpd:C06645	6-Oxo-2-hydroxy-7-(4'-chlorophenyl)-3,8,8-trichloroocta-2E,4E,7E-trienoate
cpd:C06646	2-(4'-Chlorophenyl)-3,3-dichloropropenoate
cpd:C06647	4-Chloroacetophenone; p-Chloroacetophenone
cpd:C06648	4-Chlorobenzaldehyde
cpd:C06649	cis-2,3-Dihydrodiol 1,1,1-Trichloro-2,2-bis(4'-chlorophenyl)ethane; cis-2,3-Dihydrodiol DDT
cpd:C06650	2,3-Dihydroxy 1,1,1-Trichloro-2,2-bis(4'-chlorophenyl)ethane; 2,3-Dihydroxy DDT
cpd:C06651	6-Oxo-2-hydroxy-7-(4'-chlorophenyl)-3,8,8,8-tetrachloroocta-2E,4E-dienoate
cpd:C06653	Erythromycin B; Berythromycin
cpd:C06654	4-Amino-anhydrotetracycline; 4-Amino-ATC; 4-Dedimethyl-6-dehydro-anhydrotetracycline
cpd:C06655	L-N2-(2-Carboxyethyl)arginine; N2-(2-Carboxyethyl)-L-arginine
cpd:C06656	Deoxyguanidinoproclavaminic acid; Deoxyguanidinoproclavaminate; Deoxyamidinoproclavaminate
cpd:C06657	Guanidinoproclavaminic acid; Guanidinoproclavaminate; Amidinoproclavaminate
cpd:C06658	Proclavaminic acid; Proclavaminate
cpd:C06659	Dihydroclavaminic acid; Dihydroclavaminate
cpd:C06660	Clavaminic acid; Clavaminate
cpd:C06661	Clavulanate-9-aldehyde
cpd:C06662	Clavulanic acid; Clavulanate
cpd:C06670	2,4-Dichlorobenzoate; 2,4-Dichlorobenzoic acid
cpd:C06671	2,4-Dichlorobenzoyl-CoA
cpd:C06672	Vanillate; Vanillic acid; 4-Hydroxy-3-methoxybenzoate; 4-Hydroxy-3-methoxybenzoic acid
cpd:C06673	4-Carboxy-4'-sulfoazobenzene
cpd:C06674	4-Sulfocatechol
cpd:C06675	3-Sulfomuconate
cpd:C06676	4-Sulfolactone; 4-Carboxymethyl-4-sulfobut-2-en-4-olide; 4-Sulfomuconolactone
cpd:C06677	Toluene-4-sulfonate; Tosylate
cpd:C06678	4-Sulfobenzyl alcohol; 4-(Hydroxymethyl)benzenesulfonate
cpd:C06679	4-Sulfobenzaldehyde; 4-Formylbenzenesulfonate
cpd:C06680	4-Hydroxyphthalate
cpd:C06687	Norfloxacin
cpd:C06688	Rifampicin; Rifampin
cpd:C06689	Vancomycin
cpd:C06690	Candicidin D; FR-008-III
cpd:C06691	Actinorhodin; Actinorhodine
cpd:C06696	Lead; Pb; Pb2+
cpd:C06704	Iron chelate
cpd:C06705	Capsular polysaccharide
cpd:C06706	Lipo-oligosaccharide
cpd:C06707	Teichoic acid
cpd:C06711	Fluoren-9-ol; 9-Fluorenol; 9-Hydroxyfluorene; Diphenylene carbinol
cpd:C06712	Fluoren-9-one; 9-Fluorenone
cpd:C06714	3-Hydroxypimeloyl-CoA; 3-Hydroxypimelyl-CoA
cpd:C06715	3-Oxopimeloyl-CoA; 3-Ketopimelyl-CoA
cpd:C06719	Dihydrophloroglucinol
cpd:C06720	1,6-Dihydroxy-5-methylcyclohexa-2,4-dienecarboxylate; 1,2-Dihydroxy-3-methylcyclohexa-3,5-dienecarboxylate
cpd:C06723	6-Carboxyhex-2-enoyl-CoA; 2,3-Didehydro-pimeloyl-CoA
cpd:C06727	cis-1,2-Dihydro-3-ethylcatechol; cis-2,3-Dihydroxy-2,3-dihydroethylbenzene; cis-3-Ethyl-cyclohexa-3,5-diene-1,2-diol
cpd:C06728	3-Ethylcatechol; 2,3-Dihydroxyethylbenzene; 3-Ethyl-benzene-1,2-diol
cpd:C06729	cis-1,2-Dihydroxy-4-methylcyclohexa-3,5-diene-1-carboxylate; 4-Methylcyclohexa-3,5-diene-1,2-cis-diol-1-carboxylic acid
cpd:C06730	4-Methylcatechol; 3,4-Dihydroxytoluene; 1,2-Dihydroxy-4-methylbenzene; 4-Methyl-1,2-benzenediol
cpd:C06731	1,2-Dihydroxy-6-methylcyclohexa-3,5-dienecarboxylate
cpd:C06735	Aminoacetaldehyde; 2-Aminoacetaldehyde
cpd:C06749	6-Hydroxycyclohex-1-enecarbonyl-CoA; 6-Hydroxycyclohex-1-ene-1-carboxyl-CoA
cpd:C06752	1,2-Dichloroethane; Ethylene dichloride; Glycol dichloride; Dutch liquid
cpd:C06753	2-Chloroethanol; Ethylene chlorohydrin; Glycol chlorohydrin
cpd:C06754	Chloroacetaldehyde; 2-Chloroethanal
cpd:C06755	Chloroacetic acid; Chloroethanoic acid
cpd:C06756	p-Xylene; 1,4-Dimethylbenzene; p-Methyltoluene
cpd:C06757	4-Methylbenzyl alcohol; alpha-Hydroxy-p-xylene; 4-Tolylcarbinol
cpd:C06758	p-Tolualdehyde; p-Methylbenzaldehyde; 4-Methylbenzaldehyde; 4-Toluylaldehyde; p-Formyltoluene
cpd:C06760	2-Hydroxy-5-methyl-cis,cis-muconic semialdehyde; (2E,4Z)-2-Hydroxy-5-methyl-6-oxohexa-2,4-dienoate
cpd:C06762	4-Hydroxy-2-oxohexanoic acid; 4-Hydroxy-2-oxohexanoate
cpd:C06767	Hemine; Hemin
cpd:C06769	Vibriobactin
cpd:C06771	Triethanolamine; Trolamine
cpd:C06772	Diethanolamine
cpd:C06789	Tetrachloroethene; Perchloroethylene; PCE
cpd:C06790	Trichloroethene; Trichloroethylene; TCE
cpd:C06791	trans-1,2-Dichloroethene; trans-Acetylene dichloride
cpd:C06792	cis-1,2-Dichloroethene; cis-Acetylene dichloride
cpd:C06793	Vinyl chloride; Chloroethylene
cpd:C06799	Granaticin
cpd:C06800	Aflatoxin B1
cpd:C06801	Tetracenomycin C
cpd:C06804	Acetaminophen; Paracetamol
cpd:C06810	Acyclovir; Aciclovir
cpd:C06813	Nitrobenzene; Nitrobenzol
cpd:C06837	Azathioprine
cpd:C06855	Bretylium
cpd:C06865	Calcitonin; Cibacalcin
cpd:C06866	Capsaicin
cpd:C06868	Carbamazepine
cpd:C06876	Nitrosobenzene
cpd:C06880	Cefazolin
cpd:C06890	Ceftizoxime
cpd:C06892	2-Deoxy-5-keto-D-gluconic acid; DKH
cpd:C06893	2-Deoxy-5-keto-D-gluconic acid 6-phosphate; 6-Phospho-5-dehydro-2-deoxy-D-gluconate; DKHP
cpd:C06899	Chloral hydrate
cpd:C06956	Digoxin
cpd:C06986	Spirodilactone
cpd:C06988	beta-1,2,3,4,5,6-Hexachlorocyclohexane; beta-Hexachlorocyclohexane; beta-BHC; beta-Lindane
cpd:C06989	delta-3,4,5,6-Tetrachlorocyclohexene; 3,4,5,6-Tetrachlorocyclohexene
cpd:C06990	Chlorobenzene; Monochlorobenzene; Benzene chloride; Phenyl chloride
cpd:C06999	Fexofenadine; 4-(1-Hydroxy-4-(4-(hydroxydiphenylmethyl)-1-piperidinyl)butyl)-alpha,alpha-dimethylbenzeneacetic acid
cpd:C07014	Fluvastatin
cpd:C07024	3'-Keto-3'-deoxy-ATP
cpd:C07025	3'-Keto-3'-deoxy-AMP
cpd:C07026	3'-Amino-3'-deoxy-AMP
cpd:C07027	N6,N6,O-Tridemethylpuromycin-5'-phosphate
cpd:C07028	N-Acetyl-N6,N6,O-tridemethylpuromycin-5'-phosphate
cpd:C07029	N-Acetyl-N6,O-didemethylpuromycin-5'-phosphate
cpd:C07030	N-Acetyl-O-demethylpuromycin-5'-phosphate
cpd:C07031	N-Acetyl-O-demethylpuromycin
cpd:C07032	N-Acetylpuromycin
cpd:C07047	Ifosfamide; Isophosphamide
cpd:C07051	Indinavir
cpd:C07054	Isoniazid
cpd:C07056	Isoproterenol; Isoprenaline
cpd:C07065	Lamivudine; 3TC; 2',3'-Dideoxy-3'-thiacytidine
cpd:C07073	Lidocaine
cpd:C07075	Lindane; gamma-Hexachlorocyclohexane; 1,2,3,4,5,6-Hexachlorocyclohexane; Benzene hexachloride; gamma-BHC
cpd:C07083	Styrene; Phenylethylene
cpd:C07084	Styrene-cis-2,3-dihydrodiol; cis-3-Ethenylcyclohexa-3,5-diene-1,2-diol
cpd:C07085	3-Vinylcatechol
cpd:C07086	Phenylacetic acid; Benzylformic acid; Phenylacetate; Benzeneacetic acid
cpd:C07087	2-Hydroxy-6-oxoocta-2,4,7-trienoate
cpd:C07088	4-Chlorophenoxyacetate; 4-CPA
cpd:C07089	5-Chloro-2-hydroxymuconic semialdehyde
cpd:C07090	Protoanemonin; 4-Methylenebut-2-en-4-olide; cis-4-Methylenebut-2-en-4-olide
cpd:C07091	cis-Acetylacrylate
cpd:C07092	1,4-Dichlorobenzene; p-Dichlorobenzene
cpd:C07093	3,6-Dichloro-cis-1,2-dihydroxycyclohexa-3,5-diene
cpd:C07094	3,6-Dichlorocatechol
cpd:C07095	2,5-Dichloro-cis,cis-muconate
cpd:C07096	2,6-Dichlorophenol
cpd:C07097	2,6-Dichlorohydroquinone
cpd:C07098	2,4,6-Trichlorophenol
cpd:C07099	2,3,6-Trichlorohydroquinone
cpd:C07100	2,4,5-Trichlorophenoxyacetic acid; 2,4,5-T
cpd:C07101	2,4,5-Trichlorophenol
cpd:C07102	5-Chloro-1,2,4-trihydroxybenzene
cpd:C07103	2-Hydroxy-1,4-benzoquinone; Hydroxybenzoquinone
cpd:C07108	Tamoxifen
cpd:C07111	Ethylbenzene; Phenylethane; Ethylbenzol; Ethylenzene
cpd:C07113	Acetophenone; 1-Phenylethanone; Phenyl methyl ketone; Acetylbenzene; Methyl phenyl ketone
cpd:C07114	3-Oxo-3-phenylpropanoate; Benzoylacetate; 3-Oxo-3-phenylpropionate; 3-Oxo-3-phenylpropionic acid
cpd:C07118	Benzoyl acetyl-CoA; Benzoyl acetyl coenzyme A
cpd:C07122	Melphalan
cpd:C07123	2-Hydroxy-6-oxo-octa-2,4-dienoate
cpd:C07130	Theophylline; 1,3-Dimethylxanthine
cpd:C07151	Metformin
cpd:C07163	Methadone
cpd:C07184	Valacyclovir; Valacyclovir hydrochloride; BW 256U87
cpd:C07185	Valproic acid
cpd:C07189	2-Hydroxyacetophenone; omega-Hydroxyacetophenone
cpd:C07201	Vinblastine
cpd:C07204	Vincristine; 22-Oxovincaleukoblastine
cpd:C07207	Zalcitabine; 2',3'-Dideoxycytidine
cpd:C07208	m-Xylene; 1,3-Dimethylbenzene; 1,3-Xylene
cpd:C07209	3-Methylbenzaldehyde; m-Tolualdehyde
cpd:C07210	Zidovudine; Azidothymidine; 3'-Azido-3'-deoxythymidine; AZT
cpd:C07211	m-Methylbenzoate; m-Toluic Acid; beta-Bethylbenzoic acid; m-Toluylic acid
cpd:C07212	o-Xylene; o-Dimethylbenzene; o-Methyltoluene
cpd:C07213	2-Methylbenzyl alcohol
cpd:C07214	2-Methylbenzaldehyde; o-Toluic aldehyde; 2-Formyltoluene; o-Tolualdehyde
cpd:C07215	o-Toluate; o-Methylbenzoate; o-Toluic Acid; 2-Methylbenzoic acid
cpd:C07216	3-Methylbenzyl alcohol
cpd:C07240	Ritonavir
cpd:C07271	Limonene-1,2-epoxide; Limonene oxide; (4R)-Limonene-1,2-epoxide
cpd:C07276	Limonene-1,2-diol; (1S,2S,4R)-Limonene-1,2-diol; (1S,2S,4R)-Menth-8-ene-1,2-diol
cpd:C07277	dTDP-D-fucose
cpd:C07289	Crepenynate; (9Z)-Octadec-9-en-12-ynoate; (Z)-9-Octadecen-12-ynoic acid; Crepenynic acid
cpd:C07303	4-Hydroxy-3-methoxyphenyl-beta-hydroxypropanoyl-CoA; 4-Hydroxy-3-methoxyphenyl-beta-hydroxypropionyl-CoA; 3-Hydroxy-3-(4-hydroxy-3-methoxyphenyl)propionyl-CoA
cpd:C07304	Deacetylisoipecoside
cpd:C07307	Deacetylipecoside
cpd:C07330	3-Methyl-2-butenal; 3-Methylbut-2-enal; 3,3-Dimethyl-acrylaldehyde; Senecialdehyde; Prenal
cpd:C07335	2-Amino-3-oxo-4-phosphonooxybutyrate; L-2-Amino-3-oxo-4-phosphonooxybutyrate; (2S)-2-Amino-3-oxo-4-phosphonooxybutanoate
cpd:C07338	(9Z,12Z)-(11S)-11-Hydroperoxyoctadeca-9,12-dienoic acid; (9Z,12Z)-(11S)-11-Hydroperoxyoctadeca-9,12-dienoate
cpd:C07354	(7S,8S)-DiHODE; (9Z,12Z)-(7S,8S)-Dihydroxyoctadeca-9,12-dienoic acid; (7S,8S,9Z,12Z)-7,8-Dihydroxyoctadeca-9,12-dienoate
cpd:C07394	Paclitaxel
cpd:C07446	Isonicotinic acid
cpd:C07447	Acetylhydrazine
cpd:C07448	Burimamide
cpd:C07454	N-Guanylhistamine
cpd:C07473	Muscarine
cpd:C07474	Pilocarpine
cpd:C07475	Lobeline; (-)-Lobeline
cpd:C07478	2-Hydroxy-5-methyl-cis,cis-muconate
cpd:C07479	2-Oxo-5-methyl-cis-muconate
cpd:C07480	Theobromine; 3,7-Dimethylxanthine
cpd:C07481	Caffeine; 1,3,7-Trimethylxanthine
cpd:C07490	Trichloroethanol; 2,2,2-Trichloroethanol
cpd:C07492	Oxcarbazepine
cpd:C07493	10-Hydroxycarbazepine; 10-Hydroxycarbamazepine; GP 47779
cpd:C07495	Dihydroxycarbazepine; 10,11-Dihydro-10,11-dihydroxy-5H-dibenzazepine-5-carboxamide; 10,11-Dihydroxycarbamazepine
cpd:C07496	Carbamazepine-10,11-epoxide; Carbamazepine epoxide
cpd:C07499	Phenylethylmalonamide; 2-Phenyl-2-ethylmalondiamide; PEMA
cpd:C07501	Felbamate
cpd:C07512	Tetraethylammonium
cpd:C07521	Thiopental
cpd:C07535	Benzo[a]pyrene; Benzpyrene
cpd:C07544	Ergotamine
cpd:C07547	Tubocurarine
cpd:C07548	Atracurium
cpd:C07550	Mivacurium
cpd:C07557	2,3,7,8-Tetrachlorodibenzodioxin; Tetrachlorodibenzodioxin; 2,3,7,8-Tetrachlorodibenzo-p-dioxin; TCDD; PCDD 48
cpd:C07569	Propylthiouracil
cpd:C07572	Citalopram
cpd:C07573	Prontosil; Sulfamidochrysoidine; Prontosil rubrum
cpd:C07575	Phencyclidine
cpd:C07576	Psilocybin; Psilocybine
cpd:C07585	N-Acetylisoniazid; (N)1-Acetylisoniazid
cpd:C07592	Colchicine
cpd:C07593	Rotenone
cpd:C07601	Ginkgolide A
cpd:C07607	Gonadotropin-releasing hormone I; Gonadorelin; Gonadoliberin I; GnRH-I
cpd:C07635	Epiandrosterone
cpd:C07641	Thiotepa
cpd:C07642	Triethylenemelamine; Trisaziridinyltriazine; 2,4,6-Tris(1-aziridinyl)-s-triazine
cpd:C07643	4-Hydroxycyclophosphamide
cpd:C07644	4-Ketocyclophosphamide
cpd:C07645	Aldophosphamide
cpd:C07646	Carboxyphosphamide; Carboxycyclophosphamide
cpd:C07647	Phosphoramide mustard; Phosphamide mustard
cpd:C07648	Thioguanine
cpd:C07649	5-FU; Fluorouracil; 5-Fluorouracil
cpd:C07653	Flutamide
cpd:C07660	Levofloxacin; Ofloxacin S-(-)-form
cpd:C07662	Sparfloxacin; cis-5-Amino-1-cyclopropyl-7-(3,5-dimethyl-1-piperazinyl)-6,8-difluoro-1,4-dihydro-4-oxo-3-quinolinecarboxylic acid
cpd:C07663	Moxifloxacin
cpd:C07667	Gossypol
cpd:C07712	Secalciferol; 24(R),25-Dihydroxyvitamin D3
cpd:C07715	Fluorene; Diphenylenemethane; 2,2'-Methylenebiphenyl
cpd:C07717	3,4-Dihydroxyfluorene
cpd:C07718	2-Hydroxy-4-(1-oxo-1,3-dihydro-2H-inden-2-ylidene)-but-2-enoic acid
cpd:C07719	2-Formyl-1-indanone
cpd:C07720	3-Hydroxy-1-indanone
cpd:C07721	(+)-(3S,4R)-cis-3,4-Dihydroxy-3,4-dihydrofluorene
cpd:C07722	3,4-Dihydroxy-3,4-dihydro-9-fluorenone
cpd:C07723	4-Hydroxy-9-fluorenone
cpd:C07724	1,2-Dihydroxyfluorene
cpd:C07725	2-Hydroxy-4-(2-oxo-1,3-dihydro-2H-inden-1-ylidene)but-2-enoic acid
cpd:C07726	1-Formyl-2-indanone
cpd:C07727	2-Indanone; 2H-Inden-2-one, 1,3-dihydro-
cpd:C07728	3-Isochromanone; 1,4-Dihydro-3H-2-benzopyran-3-one
cpd:C07729	Dibenzofuran; Diphenylene oxide
cpd:C07731	2-Hydroxy-6-oxo-6-(2-hydroxyphenyl)-hexa-2,4-dienoate
cpd:C07732	Dibenzo-p-dioxin
cpd:C07733	2,2',3-Trihydroxydiphenylether
cpd:C07734	2-Hydroxy-6-oxo-6-(2-hydroxyphenoxy)-hexa-2,4-dienoate
cpd:C07756	7-Aminocephalosporanic acid; 7-Aminocephalosporinic acid; 7-ACA; (7R)-7-Aminocephalosporanate
cpd:C07836	D-glycero-beta-D-manno-Heptose 7-phosphate
cpd:C07838	D-glycero-beta-D-manno-Heptose 1-phosphate
cpd:C07880	Ursodiol; Ursodeoxycholic acid; Ursodeoxycholate; 3alpha,7beta-Dihydroxy-5beta-cholan-24-oic acid
cpd:C07888	Cyclophosphamide
cpd:C07909	Sirolimus; Rapamycin
cpd:C07919	Metocurine
cpd:C07966	Cerivastatin
cpd:C08012	Levomethadyl acetate; LAAM
cpd:C08060	Carbazole; 9H-Carbazole
cpd:C08061	2'-Aminobiphenyl-2,3-diol
cpd:C08062	2-Hydroxy-6-oxo-(2'-aminophenyl)-hexa-2,4-dienoate
cpd:C08063	1,4-Cyclohexanedione
cpd:C08073	Natamycin; Pimaricin
cpd:C08262	3-Methylbutanoic acid; Isovaleric acid; Isovalerate
cpd:C08276	3-(Methylthio)propionic acid; 3-Methylthiopropionate
cpd:C08281	Docosanoic acid; Docosanoate; Behenic acid
cpd:C08285	10,16-Dihydroxyhexadecanoic acid; Hexadecanoic acid, 10,16-dihydroxy-
cpd:C08300	D-Cathine; Cathine; (+)-Norpseudoephedrine
cpd:C08301	D-Cathinone; Cathinone
cpd:C08312	Psilocin
cpd:C08316	Erucic acid; (13Z)-Docosenoic acid; cis-13-Docosenoic acid
cpd:C08320	Tetracosanoic acid; Lignoceric acid
cpd:C08323	(15Z)-Tetracosenoic acid; Nervonic acid; (Z)-15-Tetracosenoic acid
cpd:C08325	Amygdalin; (R)-Amygdalin; (R)-Amygdaloside; (R)-Laenitrile
cpd:C08334	Lotaustralin
cpd:C08357	Estradiol-17beta 3-sulfate
cpd:C08358	2-Methoxyestrone 3-sulfate
cpd:C08359	2-Methoxyestradiol-17beta 3-sulfate
cpd:C08362	(9Z)-Hexadecenoic acid; Palmitoleic acid; cis-9-Hexadecenoic acid
cpd:C08366	Sterculic acid
cpd:C08401	Glucoberteroin; 5-Methylthiopentyl glucosinolate
cpd:C08407	Glucocochlearin; 1-Methylpropyl glucosinolate
cpd:C08409	Glucoerucin; 4-Methylthiobutyl glucosinolate
cpd:C08412	Glucoiberverin; 3-Methylthiopropyl glucosinolate
cpd:C08417	Gluconasturtiin; 2-Phenylethyl glucosinolate
cpd:C08418	Glucoputranjivin; 1-Methylethyl glucosinolate
cpd:C08426	Sinalbin; p-Hydroxybenzyl glucosinolate
cpd:C08439	Phalloidin; Phalloidine
cpd:C08491	(-)-Jasmonic acid; Jasmonic acid; {(1R,2R)-3-Oxo-2-[(Z)pent-2-enyl]cyclopent-2-enyl}acetic acid; Jasmonate
cpd:C08526	Galanthamine; Galantamine
cpd:C08532	Lycorine
cpd:C08537	Amaranthin
cpd:C08538	Betalamic acid
cpd:C08539	Betanidin; (2S)-4-[2-[(2S)-2-Carboxy-2,3-dihydro-5,6-dihydroxy-1H-indol-1-yl]ethenyl]-2,3-dihydro-2,6-pyridinedicarboxylic acid
cpd:C08540	Betanin
cpd:C08542	Celosianin II
cpd:C08543	Dopaxanthin
cpd:C08544	Gomphrenin-I
cpd:C08552	Lampranthin II
cpd:C08557	Miraxanthin-V
cpd:C08565	Portulacaxanthin II
cpd:C08578	Butein
cpd:C08579	Antheraxanthin
cpd:C08580	Astaxanthin
cpd:C08583	Canthaxanthin
cpd:C08584	Capsanthin
cpd:C08585	Capsorubin
cpd:C08586	delta-Carotene
cpd:C08590	Zeinoxanthin; 3-Hydroxy-alpha-carotene; (3R,6'R)-beta,epsilon-Caroten-3-ol
cpd:C08591	beta-Cryptoxanthin
cpd:C08592	Echinenone
cpd:C08601	Lutein; Xanthophyll
cpd:C08604	Chrysanthemin; Cyanidin 3-O-glucoside; Cyanidin 3-O-beta-D-glucoside
cpd:C08606	Neoxanthin; all-trans-Neoxanthin
cpd:C08614	Violaxanthin; all-trans-Violaxanthin
cpd:C08615	alpha-Amyrin
cpd:C08616	beta-Amyrin; beta-Amyrenol
cpd:C08620	Cyanidin 3-O-rutinoside; Cyanidin 3-O-rhamnosylglucoside
cpd:C08624	Euphol
cpd:C08627	Hopane-29-acetate
cpd:C08628	Lupeol
cpd:C08637	Taraxerol
cpd:C08639	Cyanin; Cyanidin 3,5-di-O-glucoside; Cyanidin 3,5-O-diglucoside; Cyanidin 3,5-di-O-beta-D-glucoside
cpd:C08641	Gentiodelphin
cpd:C08650	Isoliquiritigenin
cpd:C08660	Atisine
cpd:C08725	Pelargonin; Pelargonidin 3,5-di-beta-D-glucoside
cpd:C08733	Ammeline; 2-Hydroxy-4,6-diamino-1,3,5-triazine
cpd:C08734	Ammelide; 2,4-Dihydroxy-6-amino-1,3,5-triazine
cpd:C08735	2-Chloro-4-hydroxy-6-amino-1,3,5-triazine
cpd:C08737	Melamine; 2,4,6-Triamino-1,3,5-triazine
cpd:C08748	Azadirachtin A; Azadirachtin
cpd:C08797	Cucurbitacin E
cpd:C08814	Brassinolide
cpd:C08817	Fucosterol
cpd:C08821	Isofucosterol; delta5-Avenasterol
cpd:C08822	Gum arabic
cpd:C08830	24-Methylenecycloartanol; 9,19-Cyclolanostan-3-o1, 24-methylene-, (3beta)-
cpd:C08898	Diosgenin
cpd:C08902	Hecogenin
cpd:C09010	Khellin
cpd:C09024	Ajmalicine; Raubasine
cpd:C09049	Visnagin
cpd:C09060	Angelicin; Isopsoralen
cpd:C09089	Calligonine; Elaeagnine; Tetrahydroharman
cpd:C09094	Geranylgeraniol; 2,6,10,14-Hexadecatetraen-1-ol, 3,7,11,15-tetramethyl-
cpd:C09099	Naringenin 7-O-beta-D-glucoside; Prunin
cpd:C09107	Catharanthine
cpd:C09118	Isopimaric acid
cpd:C09126	Genistein 7-O-beta-D-glucoside; Genistein
cpd:C09183	Sclareol; (13R)-Labd-14-ene-8alpha,13-diol
cpd:C09189	Stevioside
cpd:C09190	Strigol
cpd:C09209	Harman
cpd:C09239	Sarpagine
cpd:C09241	Serpentine; Serpentine (alkaloid)
cpd:C09243	Tetrahydroharmine
cpd:C09244	Tabersonine
cpd:C09248	Tubulosine
cpd:C09263	Esculetin; Aesculetin
cpd:C09276	Marmesin; (+)-Marmesin
cpd:C09305	Psoralen; Ficusin
cpd:C09306	Sulfur dioxide
cpd:C09315	Umbelliferone; 7-Hydroxycoumarin
cpd:C09320	Afzelechin; 3,5,7,4'-Tetrahydroxyflavan
cpd:C09328	Alangimarckine
cpd:C09330	Alangiside
cpd:C09332	Tetrahydrofolyl-[Glu](2); THF-L-glutamate
cpd:C09337	Ankorine
cpd:C09364	Bicuculline
cpd:C09382	Costunolide; (+)-Costunolide
cpd:C09390	Cephaeline
cpd:C09421	Emetine
cpd:C09529	Picrotoxinin
cpd:C09541	(S)-Isoboldine; (+)-Isoboldine; Isoboldine; 2,10-Dimethoxy-6aalpha-aporphine-1,9-diol
cpd:C09581	Magnoflorine
cpd:C09614	Butin; (-)-Butin; 7,3',4'-Trihydroxyflavanone
cpd:C09621	(-)-alpha-Bisabolol; Levomenol
cpd:C09627	Capsidiol
cpd:C09629	beta-Caryophyllene; Caryophyllene
cpd:C09642	(-)-Salsolinol; 6,7-Isoquinolinediol, 1,2,3,4-tetrahydro-1-methyl-, (S)-; Salsolinol
cpd:C09654	(+)-Tetrandrine; Tetrandrine
cpd:C09665	alpha-Farnesene; (3E,6E)-alpha-Farnesene
cpd:C09666	beta-Farnesene; (E)-beta-Farnesene
cpd:C09672	Germacrene B; (E,E)-Germacrene B; (E,E)-1,5-Dimethyl-8-(1-methylethylidene)-1,5-cyclodecadiene
cpd:C09684	Humulene; alpha-Humulene
cpd:C09694	Juvenile hormone III
cpd:C09699	Longifolene
cpd:C09704	Nerolidol; (3S,6E)-Nerolidol
cpd:C09707	Phaseic acid
cpd:C09723	beta-Selinene
cpd:C09727	(-)-Epicatechin
cpd:C09736	Fisetinidol-4beta-ol; (-)-Mollisacacidin; Fisetinin-3,4-diol; 5-Deoxyleucocyanidin
cpd:C09737	Solavetivone
